8.1575,7.9912,7.847,8.0854,7.8519,8.1582,7.9898,8.3119,8.0814,8.2048,7.6151,8.3667,7.949,7.749,5.9346,6.2468,6.2193,6.184,6.2057,5.995,6.1782,6.0991,6.0325,5.9729,6.1877,6.3111,6.0379,6.5539,6.5113,5.8141,6.0491,6.572,5.9845,6.009,6.3054,6.1766,6.27,5.9076,6.1196,5.8022,6.0505,6.1786,5.9057,6.166,8.1648,8.1438,8.3959,8.0561,8.1537,7.7387,7.9209,8.1738,8.2796,7.678,8.5148,8.1519,7.9564,8.0029,7.9811,7.8729,7.6984,8.0814,8.1889,7.5127,7.8074,8.4609,7.846,8.2371,7.6779,7.9083,8.2443,8.2476,8.3477,7.8277,8.1498,8.2782,8.2743,8.0319,8.3701,8.3206,7.9339,8.3623,8.1613,8.3864,8.2527,7.98,7.6736,8.1573,7.5966,8.0298,8.1176,7.9427,8.1888,7.9311,7.8653,8.1283,8.2747,8.2172,7.6287,7.8632,8.2364,7.9263,8.1328,7.9544,7.9467,7.9259,7.828,8.3249,8.4777,8.1717,8.3698,7.6365,7.9243,7.9402,7.7741,7.7322,7.8983,7.951,8.1303,8.0809
8.3668,7.8304,7.9058,7.9385,7.7654,7.6918,7.8603,7.7911,7.9399,8.0531,8.0289,7.9501,7.9048,8.3619,5.8327,6.0202,6.022,6.0752,5.9507,6.169,6.1893,6.0292,6.0711,5.8115,6.3171,6.1968,5.8386,5.9241,5.6598,6.2763,5.9115,5.8717,6.1484,6.2708,5.8721,6.4045,5.878,5.9499,6.2297,5.7131,5.7685,5.676,6.2403,6.4158,7.8595,7.912,8.0134,7.6936,7.964,7.7608,7.9422,7.881,7.9494,7.6436,7.7357,8.2446,8.0993,7.6584,8.101,8.1148,8.0945,8.0693,7.9459,8.3097,7.9238,7.9496,8.111,8.1577,7.9578,7.9762,8.0976,7.9421,7.795,8.2351,7.7355,8.1866,8.142,7.9109,8.1263,8.1364,8.021,8.1365,8.1761,8.145,8.2464,8.1786,7.9613,7.5666,8.2077,7.3999,7.9463,7.9632,8.2082,8.3179,7.9489,8.038,8.304,7.8348,8.0073,8.049,7.7639,7.9135,8.15,7.8067,7.9794,8.0589,7.9477,7.9268,8.2201,8.5869,8.4637,7.5959,7.7284,8.1895,7.484,7.5989,7.9778,7.8637,7.9252,8.15
7.4982,7.726,7.9774,7.9236,7.6049,7.9094,8.1166,7.8803,7.85,7.903,8.0838,8.2088,7.5397,7.9266,6.1206,5.8775,5.7178,6.1033,5.7693,5.3958,5.8791,5.7264,5.8014,5.8152,6.2,5.6997,6.2926,5.8549,6.1175,6.1821,6.0506,6.1365,5.7489,6.384,6.2512,5.8673,5.6948,5.9881,5.8221,5.7615,6.1829,6.0197,5.9604,5.7342,8.0003,7.7493,7.7652,7.9301,8.0295,7.7482,8.1501,7.8948,7.7863,7.9937,7.8128,7.9664,7.9034,8.0145,7.7846,7.8648,8.1099,8.0389,8.348,7.7651,8.2145,8.4827,8.004,7.7484,8.0883,8.3839,8.2201,7.8036,7.9288,8.0089,7.9412,7.8459,7.5354,7.5877,8.2308,8.0944,8.2107,8.0613,7.7372,7.7298,8.0915,8.2494,7.7976,7.6844,7.8063,7.9059,8.2648,8.057,7.9069,7.7795,8.0174,7.8053,7.8688,7.9092,7.7,8.0162,8.185,7.9093,7.6862,8.2784,7.9575,7.9903,8.1725,8.0136,7.9211,8.0986,8.2199,7.9325,8.2106,7.8288,8.2853,8.3558,8.5244,7.617,7.9926,8.0444
8.0724,8.4052,7.8416,8.0191,7.9576,7.8,7.7611,8.1825,8.0433,8.2755,7.7302,7.9724,7.8103,8.1452,5.9955,5.7522,5.8205,6.2047,5.8008,6.0836,5.7842,5.7806,5.9144,5.5152,5.8769,5.864,6.0824,6.2351,5.9845,5.9037,6.001,5.7844,5.9239,5.9379,5.7113,6.0269,5.8167,5.456,5.779,5.7201,6.0573,6.1167,5.7935,5.7308,7.9705,7.4258,8.1134,7.8548,7.8974,8.1095,7.7824,8.1833,7.7869,7.5239,7.8967,7.7862,7.4212,8.048,8.2477,7.61,7.7403,7.8265,7.6967,7.7559,7.9771,8.2716,8.3123,7.8769,8.1996,7.8247,7.8987,8.0594,7.8273,7.7493,8.1418,7.7821,8.1157,7.9048,8.1357,7.4703,7.7989,8.1117,8.0685,7.844,7.6056,8.0875,7.9855,7.8229,7.8872,7.8071,7.89,7.8243,8.1787,7.8423,7.8222,7.8227,7.7068,7.7768,7.7763,7.8155,7.8531,7.7587,7.8447,7.8815,7.7829,8.3024,7.6608,7.7199,7.5855,7.8176,7.9671,8.1802,8.0405,7.7528,8.1668,8.1267,7.9046,7.9197,8.0747,7.9232
7.9138,8.1811,7.9104,8.0594,7.5312,7.9266,7.7576,8.1505,8.1175,7.9718,7.8386,7.7974,7.5398,7.949,5.9105,5.554,5.9009,5.9654,5.9249,5.7461,5.8613,5.7141,5.7787,5.8275,5.5836,5.7013,6.1478,5.7023,5.6815,5.9308,6.255,5.6683,5.8901,5.7589,5.8582,5.9139,5.713,5.4664,5.793,5.7616,5.8821,5.402,5.7585,5.484,8.1366,7.7548,7.6583,7.9549,7.9903,7.8448,8.1615,7.4931,7.8774,8.2301,7.9993,8.0217,7.9946,7.7105,7.6925,8.0448,8.0532,7.6497,7.5819,8.0167,7.7776,8.1029,7.9533,7.9338,7.8652,8.0097,7.8301,7.9319,8.048,7.7764,7.8315,8.1263,7.7423,7.6533,7.8701,7.7398,8.1567,7.8604,7.6987,7.8274,7.9405,8.1308,7.9405,8.0855,8.0856,7.772,7.7862,8.0751,8.0347,7.5532,7.7642,7.735,8.0718,7.9333,8.0162,7.7675,8.11,7.78,7.8987,7.6139,8.0005,7.5372,7.4864,7.673,7.7631,8.2688,8.0552,7.7833,7.681,7.526,7.9846,8.0026,7.651,7.8656,7.6101,7.5922
7.5385,7.8615,7.88,7.7604,7.822,7.8824,7.9767,7.9461,8.2251,7.7779,7.8584,8.0164,7.986,7.9817,5.8832,5.8307,6.0416,5.8852,5.3259,5.5414,5.6213,5.991,5.7137,5.6963,5.3314,5.8466,5.7947,5.4369,5.9923,5.9959,5.5398,5.5754,6.1148,5.7046,5.8614,5.7304,5.8524,5.5866,5.939,5.4713,5.7905,5.7529,6.1637,5.8267,7.5781,7.8939,8.1068,7.6749,7.9242,8.1802,7.5277,7.8637,7.7619,7.8641,7.8547,7.6643,7.5263,7.9383,7.8045,8.2892,7.6875,8.1136,8.127,7.6867,7.7147,7.4062,7.9036,7.5714,7.707,7.6116,7.7697,7.7152,8.0356,7.5117,8.2051,7.7391,7.8196,7.8602,7.7659,8.0427,7.7917,7.7252,7.9963,7.9275,7.4114,7.7103,7.995,8.0775,8.1047,7.7874,7.6883,7.8703,7.7307,7.6706,7.7309,7.834,8.2507,7.9614,7.63,8.1724,8.017,7.6827,7.8602,8.0298,7.5571,8.0906,7.9088,7.6783,8.1989,7.6593,7.8209,7.7567,7.7154,7.8858,7.432,7.9052,7.8438,7.8702,7.6958,7.6443
7.6633,7.4986,7.564,7.8155,7.9074,7.8311,7.8372,7.8482,7.7608,7.8055,7.6271,7.9465,7.9304,7.5192,5.7586,5.6866,5.5433,5.7414,5.873,5.7483,5.9744,5.7238,5.9059,5.857,5.5647,6.1703,6.1332,5.7673,5.5723,5.6845,5.6096,5.8651,5.8577,5.6988,5.9634,5.7493,5.7037,5.766,5.7713,5.6486,6.0458,5.4994,5.8516,5.909,7.7928,7.7258,7.6917,7.4801,7.4645,7.7259,8.13,8.0594,7.4557,8.0113,7.5894,7.5939,7.4975,7.8356,7.5933,7.5902,7.5804,7.6401,7.5645,7.5502,7.8274,7.637,7.7147,7.7053,7.7941,7.9246,7.5065,7.3915,8.0075,7.5394,7.7644,7.7891,7.7841,7.248,7.8922,7.8178,7.6345,7.3294,7.9286,7.9454,7.7952,7.9285,8.0174,7.5837,7.7561,7.4729,7.6622,8.0369,7.769,8.003,7.989,7.6181,7.706,7.8237,7.9186,8.0313,7.6596,7.6659,7.7637,7.8691,7.7451,8.0358,7.6573,7.6177,7.8375,7.6845,7.7234,7.4091,7.8417,7.7718,7.6689,7.5541,7.4616,7.8781,7.2757,8.0274
7.7685,7.5269,7.6646,7.6523,7.6996,7.6272,7.8793,7.5828,7.7326,7.7174,7.6973,7.6777,7.7277,7.9515,5.5102,5.7638,5.959,5.4515,5.7559,5.7467,5.8552,5.8299,5.8633,5.7115,5.9259,5.5247,5.8839,5.8001,5.3236,5.8091,5.4553,5.7066,5.7066,5.8597,5.6354,5.8236,5.4029,5.7406,5.9251,5.545,5.8156,5.494,5.7841,5.6257,7.3547,7.4262,7.5463,7.6849,7.5906,7.6979,7.7356,7.7023,7.9068,7.3455,7.5011,7.8085,7.7851,7.7025,7.6102,7.7032,7.7374,7.7087,7.6622,7.8283,7.8806,7.4366,7.4815,7.4167,7.5356,7.8792,8.1065,8.1177,7.9805,7.9731,7.6507,7.9318,7.3576,7.7288,7.4664,7.2911,7.837,7.9721,7.9696,7.9006,7.6759,8.004,7.9958,7.5652,7.8315,7.3829,7.6769,7.6523,7.4091,7.7946,7.869,7.7546,7.5478,7.7946,7.5464,7.4837,8.0663,7.8596,7.355,7.4947,7.5259,7.9175,8.0353,7.4015,7.7877,7.884,7.5835,7.7663,7.749,7.6305,8.1574,7.7274,7.5477,7.6397,7.9549,7.8609
8.3657,7.6147,7.2236,7.6959,7.6686,7.5301,7.7509,7.799,7.5235,7.6847,7.7324,7.9092,7.5743,7.9405,5.7583,5.3587,6.2036,5.549,5.8138,5.5652,5.8425,5.7697,5.8797,5.8632,5.5402,6.0398,5.2884,5.5774,5.4253,5.7874,5.536,5.8247,5.3817,5.6159,5.4628,6.1157,5.7661,5.5038,5.4956,5.4913,5.6493,5.7686,5.7174,5.868,7.6754,7.8412,7.9141,7.7503,7.4039,7.6052,7.2167,7.6898,7.5542,7.7564,7.3496,7.5337,7.6014,8.0012,7.6188,7.8965,7.7814,7.7887,7.4517,7.5992,7.7936,7.6904,7.4127,7.5975,7.6681,7.7931,7.3646,8.0541,7.3654,8.0512,7.3937,7.6566,7.9538,7.6152,7.624,7.8275,7.4495,7.5678,7.7376,7.845,7.8017,7.8818,7.2507,7.726,7.6877,7.7685,7.2412,7.5693,7.4773,7.4588,7.499,7.4793,7.7169,7.7572,8.0393,7.7713,7.8805,7.6417,7.5895,7.3257,7.6767,7.7167,7.4455,7.6378,7.9858,7.2169,7.7946,7.6783,7.1032,7.648,7.8137,7.5967,7.5408,7.8648,7.8508,7.7439
8.1539,7.7583,7.8291,7.688,7.5244,7.4821,7.5198,7.4344,7.9224,7.6907,7.4126,7.9563,7.6286,7.1846,5.4358,5.8644,5.5009,5.6652,6.0095,5.3061,5.8522,5.5615,5.383,5.9241,5.6567,5.5069,5.3469,5.5299,5.7156,5.6744,5.4989,5.562,5.3058,6.0075,5.8833,5.7773,5.5272,5.8625,5.6822,5.5366,5.6273,5.8181,5.6909,5.5537,7.7569,7.7474,7.4885,7.6722,7.6192,7.8568,7.7414,7.7932,8.1044,7.698,7.5238,7.3916,7.4441,7.7543,7.8045,7.1737,7.6925,7.6053,7.3653,7.3757,7.9472,7.3883,7.6677,7.6456,7.5838,7.6743,7.5752,7.3859,7.6721,7.7518,7.6042,7.409,7.6619,7.6728,7.7083,7.6179,7.5091,7.6879,7.7535,7.6595,7.5744,7.9629,7.6073,7.7929,7.6947,7.4612,7.7731,7.9998,7.6716,7.7012,7.4499,7.718,7.4112,7.3839,7.8096,7.5045,7.6578,7.477,7.7516,7.6836,7.5623,7.8048,7.6063,7.3081,7.4258,7.3917,7.6643,7.7364,7.2011,7.5037,7.456,7.691,7.6024,7.5094,7.5013,7.8647
